Time	value_on_device_(l/h)_Ar        	value_in_program_(l/h)_Ar        	Gas_consumption_(l)_Ar        	Temperature_(C)_Ar        	value_on_device_(l/h)_CO2       	value_in_program_(l/h)_CO2       	Gas_consumption_(l)_CO2       	Temperature_(C)_CO2       
20:19:25	0.0	4.075	0.0	33.324	0.0	2.822	0.052	34.217
20:19:40	0.0	4.075	0.0	33.328	0.0	2.822	0.052	34.22
20:19:56	0.0	4.075	0.0	33.322	0.0	2.822	0.052	34.202
20:20:12	0.0	4.075	0.0	33.32	0.0	2.822	0.052	34.211
20:20:27	0.0	4.075	0.0	33.325	0.0	2.822	0.052	34.24
20:20:42	0.0	4.075	0.0	33.345	0.0	2.822	0.052	34.211
20:20:58	0.0	4.075	0.0	33.34	0.0	2.822	0.052	34.232
20:21:14	0.0	4.075	0.0	33.335	0.0	2.822	0.052	34.232
20:21:30	0.0	4.075	0.0	33.33	0.0	2.822	0.052	34.247
20:21:45	0.0	4.075	0.0	33.359	0.0	2.822	0.052	34.253
20:22:01	0.0	4.075	0.0	33.354	0.0	2.822	0.052	34.251
20:22:16	0.0	4.075	0.0	33.375	0.0	2.822	0.052	34.255
20:22:32	0.0	4.075	0.0	33.363	0.0	2.822	0.052	34.263
20:22:47	0.0	4.075	0.0	33.394	0.0	2.822	0.052	34.261
20:23:03	0.0	4.075	0.0	33.402	0.0	2.822	0.052	34.272
20:23:19	0.0	4.075	0.0	33.412	0.0	2.822	0.052	34.298
20:23:34	0.0	4.075	0.0	33.421	0.0	2.822	0.052	34.291
20:23:50	0.0	4.075	0.0	33.421	0.0	2.822	0.052	34.293
20:24:06	0.0	4.075	0.0	33.443	0.0	2.822	0.052	34.297
20:24:21	0.0	4.075	0.0	33.434	0.0	2.822	0.052	34.306
20:24:37	0.0	4.075	0.0	33.44	0.0	2.822	0.052	34.314
20:24:52	0.0	4.075	0.0	33.447	0.0	2.822	0.052	34.311
20:25:08	0.0	4.075	0.0	33.447	0.0	2.822	0.052	34.324
20:25:23	0.0	4.075	0.0	33.467	0.0	2.822	0.052	34.328
20:25:39	0.0	4.075	0.0	33.484	0.0	2.822	0.052	34.306
20:25:54	0.0	4.075	0.0	33.453	0.0	2.822	0.052	34.349
20:26:10	0.0	4.075	0.0	33.482	0.0	2.822	0.052	34.318
20:26:26	0.0	4.075	0.0	33.49	0.0	2.822	0.052	34.322
20:26:42	0.0	4.075	0.0	33.48	0.0	2.822	0.052	34.326
20:26:57	0.0	4.075	0.0	33.524	0.0	2.822	0.052	34.375
20:27:13	0.0	4.075	0.0	33.509	0.0	2.822	0.052	34.369
20:27:29	0.0	4.075	0.0	33.497	0.0	2.822	0.052	34.379
20:27:44	0.0	4.075	0.0	33.531	0.0	2.822	0.052	34.378
20:28:00	0.0	4.075	0.0	33.531	0.0	2.822	0.052	34.358
20:28:16	0.0	4.075	0.0	33.53	0.0	2.822	0.052	34.364
20:28:31	0.0	4.075	0.0	33.522	0.0	2.822	0.052	34.396
20:28:47	0.0	4.075	0.0	33.54	0.0	2.822	0.052	34.408
20:29:03	0.0	4.075	0.0	33.555	0.0	2.822	0.052	34.383
20:29:19	0.0	4.075	0.0	33.532	0.0	2.822	0.052	34.408
20:29:34	0.0	4.075	0.0	33.57	0.0	2.822	0.052	34.413
20:29:50	0.0	4.075	0.0	33.535	0.0	2.822	0.052	34.412
20:30:06	0.0	4.075	0.0	33.556	0.0	2.822	0.052	34.441
20:30:21	0.0	4.075	0.0	33.581	0.0	2.822	0.052	34.44
20:30:37	0.0	4.075	0.0	33.558	0.0	2.822	0.052	34.443
20:30:53	0.0	4.075	0.0	33.574	0.0	2.822	0.052	34.443
20:31:09	0.0	4.075	0.0	33.577	0.0	2.822	0.052	34.46
20:31:24	0.0	4.075	0.0	33.582	0.0	2.822	0.052	34.457
20:31:40	0.0	4.075	0.0	33.591	0.0	2.822	0.052	34.453
20:31:56	0.0	4.075	0.0	33.58	0.0	2.822	0.052	34.469
20:32:12	0.0	4.075	0.0	33.57	0.0	2.822	0.052	34.487
20:32:27	0.0	4.075	0.0	33.598	0.0	2.822	0.052	34.488
20:32:43	0.0	4.075	0.0	33.595	0.0	2.822	0.052	34.483
20:32:59	0.0	4.075	0.0	33.615	0.0	2.822	0.052	34.499
20:33:14	0.0	4.075	0.0	33.62	0.0	2.822	0.052	34.525
20:33:30	0.0	4.075	0.0	33.606	0.0	2.822	0.052	34.495
20:33:46	0.0	4.075	0.0	33.619	0.0	2.822	0.052	34.52
20:34:01	0.0	4.075	0.0	33.622	0.0	2.822	0.052	34.501
20:34:17	0.0	4.075	0.0	33.629	0.0	2.822	0.052	34.528
20:34:33	0.0	4.075	0.0	33.619	0.0	2.822	0.052	34.523
20:34:48	0.0	4.075	0.0	33.64	0.0	2.822	0.052	34.521
20:35:04	0.0	4.075	0.0	33.618	0.0	2.822	0.052	34.529
20:35:20	0.0	4.075	0.0	33.626	0.0	2.822	0.052	34.558
20:35:35	0.0	4.075	0.0	33.628	0.0	2.822	0.052	34.548
20:35:51	0.0	4.075	0.0	33.637	0.0	2.822	0.052	34.544
20:36:06	0.0	4.075	0.0	33.641	0.0	2.822	0.052	34.553
20:36:22	0.0	4.075	0.0	33.63	0.0	2.822	0.052	34.526
20:36:38	0.0	4.075	0.0	33.661	0.0	2.822	0.052	34.544
20:36:53	0.0	4.075	0.0	33.645	0.0	2.822	0.052	34.549
20:37:09	0.0	4.075	0.0	33.641	0.0	2.822	0.052	34.558
20:37:24	0.0	4.075	0.0	33.667	0.0	2.822	0.052	34.594
20:37:40	0.0	4.075	0.0	33.661	0.0	2.822	0.052	34.552
20:37:55	0.0	4.075	0.0	33.652	0.0	2.822	0.052	34.571
20:38:11	0.0	4.075	0.0	33.669	0.0	2.822	0.052	34.564
20:38:27	0.0	4.075	0.0	33.646	0.0	2.822	0.052	34.574
20:38:43	0.0	4.075	0.0	33.66	0.0	2.822	0.052	34.57
20:38:58	0.0	4.075	0.0	33.663	0.0	2.822	0.052	34.572
20:39:14	0.0	4.075	0.0	33.673	0.0	2.822	0.052	34.586
20:39:30	0.0	4.075	0.0	33.674	0.0	2.822	0.052	34.588
20:39:46	0.0	4.075	0.0	33.691	0.0	2.822	0.052	34.591
20:40:01	0.0	4.075	0.0	33.669	0.0	2.822	0.052	34.591
20:40:17	0.0	4.075	0.0	33.678	0.0	2.822	0.052	34.614
20:40:32	0.0	4.075	0.0	33.681	0.0	2.822	0.052	34.588
20:40:48	0.0	4.075	0.0	33.696	0.0	2.822	0.052	34.617
20:41:03	0.0	4.075	0.0	33.674	0.0	2.822	0.052	34.625
20:41:19	0.0	4.075	0.0	33.678	0.0	2.822	0.052	34.628
20:41:35	0.0	4.075	0.0	33.709	0.0	2.822	0.052	34.619
20:41:50	0.0	4.075	0.0	33.687	0.0	2.822	0.052	34.63
20:42:06	0.0	4.075	0.0	33.701	0.0	2.822	0.052	34.636
20:42:22	0.0	4.075	0.0	33.718	0.0	2.822	0.052	34.617
20:42:38	0.0	4.075	0.0	33.711	0.0	2.822	0.052	34.655
20:42:54	0.0	4.075	0.0	33.719	0.0	2.822	0.052	34.601
20:43:09	0.0	4.075	0.0	33.704	0.0	2.822	0.052	34.665
20:43:24	0.0	4.075	0.0	33.725	0.0	2.822	0.052	34.644
20:43:40	0.0	4.075	0.0	33.719	0.0	2.822	0.052	34.644
20:43:55	0.0	4.075	0.0	33.709	0.0	2.822	0.052	34.64
20:44:11	0.0	4.075	0.0	33.739	0.0	2.822	0.052	34.686
20:44:26	0.0	4.075	0.0	33.738	0.0	2.822	0.052	34.686
20:44:42	0.0	4.075	0.0	33.74	0.0	2.822	0.052	34.674
20:44:58	0.0	4.075	0.0	33.767	0.0	2.822	0.052	34.688
20:45:14	0.0	4.075	0.0	33.776	0.0	2.822	0.052	34.679
20:45:29	0.0	4.075	0.0	33.781	0.0	2.822	0.052	34.661
20:45:45	0.0	4.075	0.0	33.775	0.0	2.822	0.052	34.683
20:46:00	0.0	4.075	0.0	33.785	0.0	2.822	0.052	34.676
20:46:16	0.0	4.075	0.0	33.769	0.0	2.822	0.052	34.689
20:46:31	0.0	4.075	0.0	33.794	0.0	2.822	0.052	34.671
20:46:47	0.0	4.075	0.0	33.778	0.0	2.822	0.052	34.689
20:47:03	0.0	4.075	0.0	33.801	0.0	2.822	0.052	34.702
20:47:18	0.0	4.075	0.0	33.816	0.0	2.822	0.052	34.713
20:47:34	0.0	4.075	0.0	33.79	0.0	2.822	0.052	34.699
20:47:49	0.0	4.075	0.0	33.783	0.0	2.822	0.052	34.707
20:48:05	0.0	4.075	0.0	33.802	0.0	2.822	0.052	34.712
20:48:20	0.0	4.075	0.0	33.8	0.0	2.822	0.052	34.709
20:48:36	0.0	4.075	0.0	33.804	0.0	2.822	0.052	34.693
20:48:52	0.0	4.075	0.0	33.831	0.0	2.822	0.052	34.709
20:49:08	0.0	4.075	0.0	33.799	0.0	2.822	0.052	34.714
20:49:23	0.0	4.075	0.0	33.826	0.0	2.822	0.052	34.742
20:49:39	0.0	4.075	0.0	33.808	0.0	2.822	0.052	34.717
20:49:54	0.0	4.075	0.0	33.804	0.0	2.822	0.052	34.727
20:50:10	0.0	4.075	0.0	33.806	0.0	2.822	0.052	34.693
20:50:26	0.0	4.075	0.0	33.829	0.0	2.822	0.052	34.718
20:50:41	0.0	4.075	0.0	33.825	0.0	2.822	0.052	34.717
20:50:57	0.0	4.075	0.0	33.835	0.0	2.822	0.052	34.74
20:51:12	0.0	4.075	0.0	33.827	0.0	2.822	0.052	34.743
20:51:28	0.0	4.075	0.0	33.843	0.0	2.822	0.052	34.755
